volatile_acidity,citric_acid,chlorides,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality
0.21,0.32,0.053,145.0,0.9972,3.17,0.48,10.2,6
0.2,0.31,0.054,165.0,0.997,3.4,0.42,9.9,6
0.115,0.3,0.056,105.0,0.9954,3.44,0.4,9.6,6
0.29,0.2,0.04,142.0,0.9962,3.1,0.54,10.6,5
0.33,0.64,0.056,105.0,0.9972,3.05,0.39,9.2,5
0.24,0.34,0.038,99.0,0.9921,3.24,0.46,11.8,6
0.24,0.34,0.035,102.0,0.9905,3.18,0.43,12.2,6
0.28,0.35,0.056,117.0,0.9998,3.27,0.5,9.6,5
0.22,0.33,0.052,76.0,0.993,3.2,0.41,10.6,6
0.18,0.39,0.054,91.0,0.9941,3.27,0.45,10.3,6
0.93,0.45,0.052,187.0,0.9994,3.12,0.59,10.2,4
0.29,0.33,0.035,181.0,0.9962,3.11,0.46,10.7,5
0.28,0.32,0.038,76.0,0.992,3.05,0.31,11.7,4
0.25,0.27,0.031,92.0,0.9922,3.01,0.33,12.0,6
0.18,0.27,0.048,105.0,0.994,3.52,0.66,10.6,6
0.24,0.37,0.031,61.0,0.9897,3.3,0.34,12.2,4
0.33,0.38,0.04,124.0,0.9954,3.47,0.48,11.0,6
0.37,0.28,0.03,79.0,0.99,3.23,0.46,12.4,7
0.49,0.23,0.087,115.0,0.9948,2.77,0.44,9.4,6
0.25,0.27,0.031,92.0,0.9922,3.01,0.33,12.0,6
0.22,0.28,0.028,130.0,0.998,2.96,0.35,11.6,5
0.35,0.31,0.069,162.0,0.9944,3.18,0.47,9.4,5
0.35,0.31,0.069,162.0,0.9944,3.18,0.47,9.4,5
0.19,0.3,0.053,229.0,0.9986,3.14,0.49,9.1,7
0.19,0.3,0.053,229.0,0.9986,3.14,0.49,9.1,7
0.19,0.3,0.053,229.0,0.9986,3.14,0.49,9.1,7
0.19,0.3,0.053,229.0,0.9986,3.14,0.49,9.1,7
0.19,0.3,0.053,229.0,0.9986,3.14,0.49,9.1,7
0.32,0.13,0.042,117.0,0.996,3.23,0.37,9.2,5
0.32,0.58,0.05,163.0,0.9999,3.15,0.54,9.2,5
0.19,0.3,0.053,229.0,0.9986,3.14,0.49,9.1,7
0.19,0.3,0.053,212.0,0.9986,3.14,0.49,9.1,7
0.32,0.13,0.042,117.0,0.996,3.23,0.37,9.2,5
0.34,0.24,0.06,126.0,0.9951,3.25,0.44,9.0,7
0.32,0.58,0.05,163.0,0.9999,3.15,0.54,9.2,5
0.24,0.31,0.047,106.0,0.993,3.22,0.55,10.8,6
0.36,0.43,0.053,146.0,0.9982,3.4,0.46,9.5,6
0.29,0.25,0.044,114.0,0.992,3.11,0.4,11.0,6
0.32,0.27,0.041,146.0,0.9963,3.24,0.47,10.0,5
0.3,0.24,0.04,141.0,0.995,3.22,0.47,9.5,5
0.33,0.24,0.041,109.0,0.9956,3.29,0.47,10.1,6
0.18,0.31,0.051,94.0,0.997,3.19,0.44,9.5,7
0.39,0.81,0.217,74.0,0.9936,3.08,0.53,9.5,5
0.25,0.18,0.056,137.0,0.9935,3.11,0.42,9.5,5
0.18,0.32,0.052,90.0,0.9963,3.35,0.49,9.4,6
0.18,0.32,0.048,125.0,0.9967,2.92,0.54,9.4,6
0.27,0.42,0.044,110.0,0.9912,3.31,0.51,12.7,6
0.23,0.35,0.037,145.0,0.9981,3.09,0.32,9.7,5
0.28,0.41,0.058,153.0,0.9966,3.27,0.51,9.7,6
0.18,0.32,0.048,125.0,0.9967,2.92,0.54,9.4,6
0.18,0.32,0.052,90.0,0.9963,3.35,0.49,9.4,6
0.25,0.18,0.056,137.0,0.9935,3.11,0.42,9.5,5
0.22,0.26,0.037,71.0,0.9902,3.1,0.38,11.7,6
0.18,0.29,0.036,101.0,0.99,3.09,0.37,11.7,6
0.26,0.19,0.051,187.0,0.996,3.16,0.52,9.7,5
0.25,0.42,0.049,231.0,0.9966,3.24,0.52,9.5,6
0.24,0.23,0.069,157.0,0.9962,3.25,0.53,9.1,5
0.28,0.27,0.051,147.0,0.994,3.23,0.67,10.3,6
0.26,0.19,0.051,187.0,0.996,3.16,0.52,9.7,5
0.24,0.38,0.058,167.0,0.994,3.21,0.55,9.9,5
0.27,0.33,0.059,175.0,0.9944,3.22,0.56,9.9,5
0.39,0.34,0.056,178.0,0.9974,3.26,0.6,10.2,5
0.24,0.33,0.035,132.0,0.996,3.0,0.37,12.1,6
0.23,0.24,0.045,138.0,0.9922,3.15,0.64,11.3,7
0.26,0.3,0.031,128.0,0.9917,3.19,0.49,11.4,5
0.32,0.35,0.039,125.0,0.9918,3.17,0.64,12.2,6
0.24,0.26,0.058,150.0,0.9936,3.18,0.5,9.9,7
0.21,0.33,0.056,136.0,0.9938,3.63,0.78,10.3,6
0.32,0.35,0.039,125.0,0.9918,3.17,0.64,12.2,6
0.17,0.29,0.047,107.0,0.9939,3.52,0.65,10.4,6
0.26,0.3,0.031,128.0,0.9917,3.19,0.49,11.4,5
0.28,0.34,0.041,161.0,0.9981,3.13,0.4,9.9,6
0.3,0.37,0.051,96.0,0.9941,3.32,0.62,10.0,5
0.25,0.38,0.051,129.0,0.9928,3.21,0.38,11.5,6
0.28,0.29,0.041,163.0,0.9952,3.44,0.6,10.5,6
0.24,0.36,0.027,134.0,0.9898,3.28,0.36,12.5,7
0.22,0.32,0.045,120.0,0.9914,2.98,0.44,10.5,6
0.28,0.34,0.041,161.0,0.9981,3.13,0.4,9.9,6
0.45,0.28,0.051,157.0,0.9957,3.06,0.47,11.4,7
0.23,0.33,0.056,169.0,0.998,3.42,0.42,9.8,6
0.45,0.28,0.051,157.0,0.9957,3.06,0.47,11.4,7
0.23,0.26,0.067,166.0,0.9986,3.03,0.44,9.2,4
0.28,0.58,0.046,177.0,0.9983,3.08,0.46,8.9,5
0.27,0.61,0.046,179.0,0.9982,3.07,0.46,8.9,5
0.2,0.36,0.042,124.0,0.997,2.92,0.59,9.5,7
0.25,0.35,0.034,150.0,0.9947,3.21,0.36,11.5,6
0.2,0.36,0.042,124.0,0.997,2.92,0.59,9.5,7
0.25,0.35,0.034,150.0,0.9947,3.21,0.36,11.5,6
0.2,0.31,0.054,89.0,0.99416,2.96,0.45,9.5,6
0.39,0.35,0.049,164.0,0.99516,3.35,0.51,9.7,5
0.23,0.38,0.067,90.0,0.99496,3.17,0.79,9.7,5
0.44,0.42,0.048,147.0,0.9974,3.32,0.46,9.5,6
0.28,0.19,0.04,184.0,0.99579,3.16,0.5,9.4,5
0.34,0.2,0.06,162.0,0.9983,3.13,0.45,9.0,4
0.15,0.29,0.046,151.0,0.99471,3.6,0.44,10.6,6
0.44,0.42,0.048,147.0,0.9974,3.32,0.46,9.5,6
0.29,0.18,0.042,180.0,0.99644,3.16,0.49,9.1,5
0.28,0.19,0.04,184.0,0.99579,3.16,0.5,9.4,5
0.23,0.45,0.094,169.0,0.99699,3.05,0.54,8.8,5
0.23,0.42,0.047,171.0,0.99758,3.54,0.74,10.4,5
0.36,0.14,0.043,228.0,0.9977,3.13,0.51,8.9,5
0.31,0.24,0.031,141.0,0.99397,3.16,0.38,10.6,7
0.34,0.2,0.06,162.0,0.9983,3.13,0.45,9.0,4
0.15,0.29,0.046,151.0,0.99471,3.6,0.44,10.6,6
0.2,0.29,0.047,100.0,0.99243,3.28,0.45,10.6,6
0.27,0.18,0.048,186.0,0.9962,3.23,0.47,9.0,5
0.34,0.54,0.06,235.0,1.00182,3.08,0.61,8.8,6
0.18,0.29,0.042,101.0,0.99384,3.54,0.6,10.5,7
0.29,0.2,0.046,174.0,0.99582,3.16,0.52,9.5,5
0.27,0.18,0.048,186.0,0.9962,3.23,0.47,9.0,5
0.26,0.19,0.049,172.0,0.9924,3.14,0.43,10.4,6
0.21,0.21,0.046,133.0,0.99466,3.38,0.46,10.0,6
0.14,0.35,0.039,128.0,0.99212,2.97,0.68,10.4,5
0.39,0.54,0.157,132.0,0.99449,3.11,0.53,9.0,6
0.48,0.28,0.049,205.0,0.99748,3.24,0.45,9.3,5
0.39,0.54,0.157,132.0,0.99449,3.11,0.53,9.0,6
0.48,0.28,0.049,205.0,0.99748,3.24,0.45,9.3,5
0.36,0.31,0.061,134.0,0.99475,3.18,0.45,9.0,6
0.25,0.31,0.032,61.0,0.99189,3.06,0.44,11.5,6
0.3,0.21,0.056,159.0,0.99827,3.11,0.48,9.0,5
0.19,0.43,0.045,154.0,0.99752,3.52,0.77,10.4,6
0.3,0.21,0.056,159.0,0.99827,3.11,0.48,9.0,5
0.42,0.32,0.027,167.0,0.99479,3.08,0.43,10.6,5
0.19,0.43,0.045,154.0,0.99752,3.52,0.77,10.4,6
0.2,0.3,0.034,152.0,0.99642,3.47,0.4,8.5,6
0.19,0.56,0.055,169.0,1.00047,3.07,0.67,9.3,6
0.19,0.25,0.051,107.0,0.99382,3.53,0.66,10.5,7
0.25,0.26,0.06,156.0,0.99784,3.39,0.46,9.9,6
0.25,0.28,0.035,108.0,0.99486,3.4,0.42,10.4,6
0.46,0.32,0.053,94.0,0.99537,3.35,0.47,10.1,5
0.19,0.25,0.051,107.0,0.99382,3.53,0.66,10.5,7
0.29,0.26,0.067,178.0,0.99838,3.04,0.49,9.2,4
0.31,0.18,0.043,200.0,0.99566,3.17,0.44,9.4,6
0.14,0.3,0.033,91.0,0.99268,3.53,0.39,10.6,6
0.31,0.18,0.043,200.0,0.99566,3.17,0.44,9.4,6
0.4,0.52,0.148,149.0,0.99468,3.08,0.56,8.7,5
0.16,0.25,0.047,77.0,0.9933,3.61,0.54,10.2,6
0.16,0.22,0.046,66.0,0.99307,3.61,0.55,10.3,6
0.33,0.26,0.049,210.0,0.99907,3.06,0.68,9.5,5
0.33,0.26,0.049,210.0,0.99907,3.06,0.68,9.5,5
0.33,0.26,0.049,210.0,0.99907,3.06,0.68,9.5,5
0.33,0.26,0.049,210.0,0.99907,3.06,0.68,9.5,5
0.41,0.24,0.158,144.0,0.99471,3.17,0.49,9.4,5
0.43,0.23,0.157,145.0,0.99471,3.17,0.49,9.4,5
0.33,0.26,0.049,210.0,0.99907,3.06,0.68,9.5,5
0.4,0.28,0.037,97.0,0.99148,3.16,0.58,12.6,7
0.18,0.24,0.047,106.0,0.99383,3.52,0.64,10.5,7
0.17,0.28,0.047,150.0,0.99365,3.1,0.56,10.8,6
0.32,0.23,0.054,208.0,0.99272,3.18,0.46,9.9,6
0.4,0.28,0.037,97.0,0.99148,3.16,0.58,12.6,7
0.32,0.31,0.031,115.0,0.99235,3.38,0.58,12.2,7
0.42,0.19,0.041,150.0,0.99508,3.23,0.37,10.0,6
0.28,0.31,0.04,168.0,0.9946,3.29,0.57,10.6,7
0.29,0.42,0.042,202.0,0.99674,3.24,0.53,9.5,6
0.41,0.18,0.027,109.0,0.99018,3.34,0.54,12.8,8
0.32,0.31,0.031,115.0,0.99235,3.38,0.58,12.2,7
0.3,0.33,0.043,125.0,0.99084,3.34,0.44,12.6,7
0.22,0.28,0.058,125.0,0.99856,3.45,0.45,9.4,5
0.26,0.18,0.055,194.0,0.99591,3.21,0.43,9.0,5
0.44,0.18,0.051,126.0,0.9975,3.23,0.48,9.1,5
0.42,0.2,0.06,168.0,0.9944,3.06,0.4,9.4,6
0.36,0.3,0.04,143.0,0.99173,3.33,0.42,12.2,7
0.295,0.2,0.049,134.0,0.99378,3.21,0.68,10.0,5
0.21,0.55,0.053,159.0,0.99805,2.93,0.44,9.2,5
0.28,0.3,0.045,139.0,0.99534,3.11,0.49,9.3,5
0.28,0.34,0.035,126.0,0.99232,3.14,0.5,9.8,6
0.21,0.55,0.053,159.0,0.99805,2.93,0.44,9.2,5
0.22,0.26,0.036,132.0,0.99078,3.34,0.41,12.0,7
0.28,0.3,0.045,139.0,0.99534,3.11,0.49,9.3,5
0.32,0.3,0.029,80.0,0.99061,3.33,0.63,12.6,7
0.19,0.33,0.032,127.0,0.99182,3.31,0.38,12.2,6
0.42,0.38,0.061,144.0,0.9966,3.4,0.58,11.0,6
0.2,0.31,0.038,116.0,0.9912,3.25,0.39,12.0,7
0.24,0.62,0.045,153.0,0.99779,3.16,0.44,8.8,5
0.26,0.59,0.046,164.0,0.99814,3.17,0.46,8.9,4
0.4,0.32,0.035,84.0,0.99096,3.59,0.48,12.7,7
0.2,0.3,0.037,130.0,0.99379,3.1,0.67,11.8,6
0.445,0.0,0.053,178.0,0.99426,3.79,0.55,10.2,5
0.41,0.04,0.036,121.0,0.99228,3.24,0.61,9.9,6
0.2,0.34,0.041,148.0,0.99335,3.35,0.66,11.1,6
0.3,0.21,0.045,190.0,0.99595,3.22,0.48,9.4,5
0.35,0.17,0.049,119.0,0.99297,3.13,0.36,9.7,6
0.35,0.55,0.038,111.0,0.99687,3.11,0.29,9.7,5
0.35,0.17,0.049,119.0,0.99297,3.13,0.36,9.7,6
0.35,0.55,0.038,111.0,0.99687,3.11,0.29,9.7,5
0.3,0.4,0.054,175.0,0.99445,3.19,0.53,9.8,5
0.38,0.29,0.05,209.0,0.9986,3.25,0.59,9.3,6
0.3,0.32,0.032,161.0,0.99154,2.95,0.42,10.5,5
0.4,0.32,0.049,209.0,0.9981,3.47,0.59,9.3,6
0.37,0.28,0.024,106.0,0.98993,3.45,0.6,12.6,8
0.23,0.35,0.058,212.0,1.00241,3.44,0.43,8.9,5
0.27,0.34,0.048,118.0,0.99716,3.18,0.51,10.3,5
0.26,0.22,0.041,198.0,0.99437,3.29,0.67,10.6,5
0.28,0.35,0.067,180.0,0.9972,3.15,0.57,9.0,4
0.34,0.3,0.051,167.0,0.99756,3.48,0.62,9.7,5
0.23,0.26,0.041,90.0,0.99509,3.22,0.55,9.5,6
0.29,0.29,0.06,156.0,0.99572,3.49,0.59,10.3,6
0.34,0.3,0.051,167.0,0.99756,3.48,0.62,9.7,5
0.4,0.27,0.034,95.0,0.99175,3.21,0.59,12.3,8
0.17,0.27,0.032,149.0,0.99254,3.4,0.52,10.5,5
0.23,0.26,0.041,90.0,0.99509,3.22,0.55,9.5,6
0.24,0.26,0.043,211.0,0.99676,3.11,0.49,10.0,6
0.28,0.63,0.039,179.0,0.9979,3.08,0.44,8.8,4
0.23,0.29,0.031,98.0,0.99194,3.0,0.54,10.9,6
0.26,0.31,0.029,141.0,0.99077,2.95,0.77,12.2,6
0.46,0.4,0.168,184.0,0.99782,3.06,0.62,9.5,5
0.31,0.22,0.048,212.0,0.99942,3.47,0.59,10.0,5
0.25,0.34,0.04,202.0,0.99708,3.11,0.57,9.6,6
0.28,0.16,0.06,126.0,0.99353,3.13,0.46,8.7,6
0.18,0.26,0.044,89.0,0.99256,3.39,0.48,10.7,7
0.21,0.28,0.046,66.0,0.99199,3.43,0.48,11.1,6
0.48,0.33,0.024,130.0,0.9918,3.25,0.45,12.5,7
0.34,0.32,0.051,130.0,0.99354,3.3,0.5,10.4,6
0.21,0.37,0.028,93.0,0.99244,3.2,0.37,11.5,5
0.32,0.27,0.04,221.0,0.99831,3.05,0.66,9.4,5
0.495,0.27,0.157,129.0,0.99396,3.03,0.36,9.3,5
0.25,0.34,0.05,121.0,0.99724,3.17,0.49,10.1,6
0.25,0.46,0.05,102.0,0.99524,3.28,0.58,9.7,5
0.18,0.29,0.035,144.0,0.9927,3.49,0.5,10.5,6
0.24,0.26,0.053,182.0,0.99802,3.42,0.42,9.7,5
0.32,0.24,0.06,204.0,0.99512,3.59,0.51,9.2,5
0.32,0.35,0.092,138.0,0.99438,3.19,0.44,9.8,5
0.33,0.44,0.05,227.0,0.99679,3.12,0.52,9.0,5
0.3,0.3,0.05,188.0,0.99652,3.15,0.49,9.1,6
0.34,0.3,0.037,169.0,0.99698,3.25,0.37,10.4,6
0.16,0.29,0.03,144.0,0.99474,3.68,0.46,10.7,6
0.1,0.24,0.039,107.0,0.99511,3.59,0.49,10.5,7
0.45,0.73,0.099,202.0,0.99582,3.21,0.43,9.2,5
0.33,0.18,0.036,85.0,0.99125,3.28,0.4,11.5,4
0.48,0.37,0.034,57.0,0.99256,3.05,0.54,10.4,3
0.2,0.3,0.039,188.0,0.9911,3.3,0.41,12.0,6
0.32,0.29,0.036,150.0,0.99168,3.38,0.43,12.2,6
0.2,0.3,0.039,188.0,0.9911,3.3,0.41,12.0,6
0.22,0.29,0.05,90.0,0.99556,3.29,0.46,9.8,6
0.23,0.56,0.063,282.0,1.00098,3.1,0.51,9.3,5
0.27,0.19,0.084,191.0,0.99516,3.49,0.63,9.6,4
0.27,0.19,0.085,196.0,0.99516,3.49,0.64,9.5,4
0.23,0.42,0.042,144.0,0.99518,3.5,0.59,10.2,6
0.15,0.28,0.029,107.0,0.99347,3.24,0.46,10.4,8
0.26,0.29,0.025,74.0,0.9929,3.28,0.53,11.0,6
0.15,0.28,0.029,107.0,0.99347,3.24,0.46,10.4,8
0.2,0.68,0.042,160.0,0.99841,3.05,0.41,8.7,5
0.3,0.29,0.053,189.0,0.99362,3.29,0.54,9.9,4
0.3,0.3,0.053,186.0,0.99361,3.29,0.54,9.9,4
0.21,0.35,0.041,106.0,0.9914,3.06,0.45,11.3,4
0.46,0.26,0.042,83.0,0.99114,3.38,0.51,12.0,8
0.28,0.26,0.042,130.0,0.9925,3.43,0.5,10.7,8
0.24,0.29,0.043,156.0,0.99453,3.13,0.7,10.1,6
0.17,0.34,0.091,135.0,0.9938,3.25,0.49,9.6,7
0.17,0.34,0.093,136.0,0.9938,3.25,0.49,9.6,6
0.695,0.55,0.056,252.0,0.99806,3.29,0.49,8.7,5
0.27,0.29,0.059,199.0,0.9961,3.54,0.59,10.3,5
0.3,0.25,0.047,218.0,1.00016,2.98,0.66,9.1,5
0.19,0.27,0.037,101.0,0.9916,3.17,0.41,11.8,6
0.36,0.39,0.024,93.0,0.99116,3.15,0.49,11.9,6
0.16,0.24,0.046,77.0,0.99319,3.66,0.57,10.3,6
0.19,0.42,0.047,104.0,0.99517,3.09,0.66,10.0,4
0.16,0.49,0.044,107.0,0.99514,3.1,0.53,10.2,4
0.26,0.28,0.038,202.0,0.99566,3.12,0.56,10.0,6
0.33,0.36,0.034,125.0,0.99166,2.96,0.98,12.7,6
0.16,0.46,0.046,130.0,0.99587,3.04,0.67,9.6,5
0.23,0.18,0.044,188.0,0.99558,3.16,0.49,9.5,5
0.44,0.26,0.033,100.0,0.99117,3.17,0.52,12.7,6
0.31,0.27,0.036,109.0,0.99399,3.34,0.54,11.0,6
0.705,0.1,0.044,214.0,0.99741,3.1,0.5,9.1,5
0.21,0.28,0.034,111.0,0.99405,3.35,0.64,10.2,4
0.16,0.26,0.047,220.0,0.99622,3.38,0.58,10.1,6
0.27,0.25,0.045,208.0,1.00051,3.05,0.5,9.2,6
0.38,0.17,0.08,212.0,0.99803,3.47,0.66,9.4,4
0.21,0.28,0.034,111.0,0.99405,3.35,0.64,10.2,4
0.38,0.18,0.095,195.0,0.99773,3.53,0.71,9.2,4
0.24,0.3,0.05,106.0,0.99397,2.98,0.5,10.0,5
0.16,0.26,0.047,220.0,0.99622,3.38,0.58,10.1,6
0.815,0.09,0.044,204.0,0.99713,3.15,0.46,9.0,5
0.41,0.16,0.032,98.0,0.99274,3.16,0.42,9.5,5
0.36,0.41,0.07,207.0,1.00118,3.39,0.53,9.1,5
0.4,0.32,0.031,118.0,0.99176,3.05,0.46,13.3,7
0.26,0.43,0.045,198.0,0.9969,3.26,0.55,9.5,5
0.44,0.18,0.096,210.0,0.99771,3.56,0.72,9.2,5
0.24,0.29,0.036,117.0,0.99411,3.36,0.68,10.1,6
0.44,0.18,0.096,210.0,0.99771,3.56,0.72,9.2,5
0.24,0.29,0.036,117.0,0.99411,3.36,0.68,10.1,6
0.22,0.26,0.04,172.0,0.99194,3.27,0.48,11.2,6
0.34,0.28,0.04,230.0,0.99558,3.14,0.55,9.8,6
0.22,0.26,0.04,172.0,0.99194,3.27,0.48,11.2,6
0.34,0.28,0.04,230.0,0.99558,3.14,0.55,9.8,6
0.28,0.17,0.042,195.0,0.99577,3.22,0.46,9.4,5
0.29,0.14,0.045,177.0,0.99564,3.23,0.42,9.0,5
0.27,0.17,0.044,198.0,0.99578,3.21,0.47,9.4,5
0.35,0.2,0.054,229.0,0.99888,3.11,0.5,8.9,6
0.28,0.27,0.045,253.0,1.00014,3.02,0.56,9.1,6
0.35,0.35,0.034,148.0,0.99441,3.17,0.5,9.8,4
0.43,0.28,0.056,183.0,0.99594,3.17,0.43,9.4,5
0.26,0.28,0.05,150.0,0.99437,3.13,0.5,10.0,6
0.43,0.28,0.056,183.0,0.99594,3.17,0.43,9.4,5
0.27,0.37,0.042,130.0,0.9979,3.48,0.75,9.9,6
0.46,0.26,0.147,159.0,0.99434,3.14,0.47,10.0,5
0.2,0.28,0.028,168.0,0.99203,3.17,1.06,11.5,6
0.285,0.32,0.063,201.0,0.998,3.0,0.45,9.2,5
0.32,0.33,0.052,219.5,0.99316,3.15,0.6,10.0,5
0.285,0.32,0.063,201.0,0.998,3.0,0.45,9.2,5
0.34,0.34,0.051,210.0,0.99314,3.15,0.61,10.0,5
0.32,0.33,0.052,210.0,0.99316,3.15,0.6,10.0,5
0.27,0.26,0.042,133.0,0.99612,3.43,0.64,9.8,6
0.26,0.27,0.04,114.0,0.99295,3.36,0.62,10.5,6
0.27,0.26,0.043,181.0,0.99394,3.45,0.63,10.6,6
0.56,0.15,0.037,157.0,0.99642,3.28,0.52,9.4,5
0.56,0.15,0.037,157.0,0.99642,3.28,0.52,9.4,5
0.19,0.27,0.027,136.0,0.99248,3.38,0.54,11.0,7
0.2,0.26,0.027,141.0,0.99268,3.53,0.56,10.8,6
0.29,0.3,0.036,201.0,0.99954,3.3,0.67,9.0,5
0.32,0.33,0.031,194.0,0.99692,3.07,0.58,9.6,6
0.33,0.36,0.037,156.0,0.99592,3.19,0.54,10.6,6
0.33,0.36,0.037,156.0,0.99592,3.19,0.54,10.6,6
0.32,0.33,0.031,194.0,0.99692,3.07,0.58,9.6,6
0.33,0.24,0.045,147.0,0.99822,3.08,0.52,9.2,5
0.33,0.24,0.045,147.0,0.99822,3.08,0.52,9.2,5
0.26,0.33,0.053,71.0,0.99402,2.89,0.49,9.5,5
0.25,0.33,0.053,72.0,0.99404,2.89,0.48,9.5,5
0.26,0.26,0.039,184.0,0.99787,3.47,0.58,10.3,7
0.26,0.15,0.053,124.0,0.99347,3.08,0.46,8.8,5
0.28,0.78,0.041,161.0,0.99838,2.98,0.44,8.7,5
0.27,0.79,0.04,159.0,0.99839,2.98,0.44,8.7,5
0.28,0.32,0.038,128.0,0.99375,3.2,0.62,10.2,6
0.16,0.34,0.029,77.0,0.99155,3.25,0.51,10.1,6
0.34,0.1,0.049,118.0,0.9936,3.21,0.41,9.5,5
0.25,0.34,0.056,176.0,0.99434,3.1,0.51,9.5,5
0.35,0.4,0.022,174.0,0.9922,3.54,0.5,11.6,7
0.24,0.23,0.032,97.0,0.99571,3.13,0.4,10.7,6
0.29,0.21,0.043,142.0,0.99658,3.11,0.54,10.1,6
0.27,0.31,0.035,83.0,0.99076,3.32,0.44,11.1,7
0.56,0.09,0.071,117.0,0.99496,3.22,0.53,9.8,5
0.29,0.49,0.142,148.0,0.9937,3.08,0.49,9.0,6
0.27,0.31,0.035,83.0,0.99076,3.32,0.44,11.1,7
0.27,0.37,0.047,215.0,0.99542,3.19,0.48,9.5,6
0.24,0.3,0.052,143.0,0.99825,3.37,0.49,9.4,6
0.32,0.3,0.049,113.0,0.99289,3.24,0.61,10.2,5
0.37,0.37,0.041,216.5,0.99432,3.1,0.5,9.8,6
0.26,0.37,0.047,201.0,0.99523,3.19,0.48,9.5,6
0.27,0.37,0.047,215.0,0.99542,3.19,0.48,9.5,6
0.3,0.16,0.05,191.0,0.9959,3.17,0.49,9.0,5
0.28,0.32,0.045,204.0,0.99543,3.1,0.55,10.1,6
0.24,0.32,0.079,122.0,0.99662,3.02,0.45,8.8,5
0.27,0.27,0.034,122.0,0.99088,2.97,0.51,11.9,6
0.27,0.27,0.034,122.0,0.99088,2.97,0.51,11.9,6
0.28,0.24,0.074,174.0,0.99922,3.19,0.44,9.3,6
0.39,0.49,0.036,110.0,0.9966,3.33,0.76,10.0,6
0.2,0.24,0.075,201.0,0.99466,3.21,0.43,9.5,5
0.28,0.24,0.074,174.0,0.99922,3.19,0.44,9.3,6
0.31,0.23,0.054,139.0,0.99836,3.16,0.5,9.7,4
0.31,0.23,0.054,139.0,0.99836,3.16,0.5,9.7,4
0.18,0.22,0.043,155.0,0.99238,3.19,0.48,10.2,5
0.23,0.25,0.031,96.0,0.99645,3.11,0.4,10.8,5
0.21,0.36,0.046,133.0,1.0,3.27,0.48,8.8,5
0.21,0.36,0.046,133.0,1.0,3.27,0.48,8.8,5
0.26,0.31,0.039,175.0,0.99376,3.32,0.49,11.4,6
0.21,0.36,0.046,133.0,1.0,3.27,0.48,8.8,5
0.31,0.4,0.039,191.0,0.99513,3.14,0.52,9.8,5
0.34,0.36,0.045,119.0,0.99556,3.17,0.47,9.4,4
0.34,0.36,0.045,119.0,0.99556,3.17,0.47,9.4,4
0.3,0.28,0.054,174.0,0.99543,3.21,0.43,9.4,6
0.4,0.41,0.053,194.0,0.99886,3.2,0.63,9.4,6
0.32,0.34,0.044,212.0,0.99526,3.22,0.48,9.7,6
0.34,0.31,0.032,140.0,0.99166,3.35,0.47,12.3,7
0.26,0.25,0.045,178.0,0.99691,3.33,0.43,9.8,6
0.27,0.57,0.053,134.0,0.99732,3.12,0.68,9.0,5
0.28,0.45,0.045,203.0,0.99573,3.26,0.46,9.2,6
0.3,0.49,0.058,215.0,0.99656,3.19,0.6,9.4,6
0.175,0.29,0.043,67.0,0.99112,3.28,0.48,9.9,6
0.34,0.36,0.032,145.0,0.99214,3.07,0.52,9.8,5
0.34,0.3,0.029,148.0,0.99165,3.36,0.49,12.3,7
0.12,0.3,0.018,37.0,0.99004,3.02,0.52,11.9,7
0.32,0.29,0.038,170.0,0.99463,3.27,0.64,10.2,6
0.51,0.29,0.034,224.0,0.99683,3.14,0.56,9.5,6
0.12,0.3,0.018,37.0,0.99004,3.02,0.52,11.9,7
0.24,0.55,0.04,216.0,0.99596,3.24,0.5,9.2,5
0.41,0.23,0.054,174.0,0.99898,3.18,0.49,9.7,5
0.18,0.33,0.029,138.0,0.99114,3.36,0.6,11.5,7
0.17,0.24,0.121,162.0,0.99508,3.17,0.38,10.4,8
0.2,0.38,0.053,174.0,0.99306,3.22,0.41,11.6,5
0.41,0.23,0.054,174.0,0.99898,3.18,0.49,9.7,5
0.17,0.24,0.121,162.0,0.99508,3.17,0.38,10.4,8
0.18,0.33,0.029,138.0,0.99114,3.36,0.6,11.5,7
0.16,0.35,0.036,108.0,0.99342,3.27,0.51,10.2,6
0.16,0.37,0.037,109.0,0.99345,3.38,0.5,9.8,6
0.42,0.13,0.044,158.0,0.99772,3.24,0.47,9.0,5
0.3,0.12,0.036,163.0,0.99239,3.38,0.59,10.5,6
0.54,0.27,0.049,178.0,0.99502,3.16,0.38,9.4,4
0.54,0.27,0.049,178.0,0.99502,3.16,0.38,9.4,4
0.22,0.3,0.046,149.0,0.99479,3.21,0.34,10.8,5
0.23,0.3,0.043,95.0,0.99207,3.17,0.46,10.7,7
0.26,0.34,0.029,162.0,0.99497,3.08,0.5,10.6,6
0.23,0.25,0.046,110.0,0.99828,3.15,0.42,9.2,6
0.28,0.14,0.032,142.0,0.99542,3.28,0.44,9.5,6
0.28,0.14,0.032,142.0,0.99542,3.28,0.44,9.5,6
0.27,0.18,0.028,111.0,0.99228,3.41,0.5,10.0,5
0.29,0.34,0.03,177.0,0.99706,3.13,0.47,10.6,5
0.26,0.34,0.029,162.0,0.99497,3.08,0.5,10.6,6
0.27,0.34,0.029,166.0,0.99669,3.13,0.48,10.6,5
